"datePulled","code","shortName","collectionName","asset","deviveType","primOwner","sysAdmin","rmfAction","isso","ccbSAActions","other","lastTouched","stigs","benchmarks","assessed","submitted","accepted","rejected","cat3","cat2","cat1"
"2024-02-14","10","ASI","NP_C10-ASI_1838_DBS","Oracle-TFINDB","DBWEB","MagnerGR","MagnerG_$","","","","","3 h","1","Oracle_Database_12c_STIG","100.00%","100.00%","100.00%","0.00%","0","3","0"
"2024-02-14","10","ASI ","NP_C10-ASI_NON_STIG_1838_DBS","NPRI54WEB15-Default Web Site-NA","","","","","","","","300 d","1","IIS_10-0_Site_STIG","65.91%","63.64%","63.64%","0.00%","0","1","0"
"2024-02-14","10","ASI ","NP_C10-ASI_NON_STIG_1838_DBS","NPRI54WEB15-ISMS-NA","","","","","","","","300 d","1","IIS_10-0_Site_STIG","63.64%","56.82%","56.82%","0.00%","0","3","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","C27ADDCNWPT01","","","","","","","","5 d","1","Microsoft_Windows_2012_Server_Domain_Name_System_STIG","98.77%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","C27ADDCNWPT02","","","","","","","","5 d","1","Microsoft_Windows_2012_Server_Domain_Name_System_STIG","98.77%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","C27ADDCNWPT03","","","","","","","","5 d","1","Microsoft_Windows_2012_Server_Domain_Name_System_STIG","98.77%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","C27DADDCNWPT01","","","","","","","","5 d","1","Microsoft_Windows_2012_Server_Domain_Name_System_STIG","98.77%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","C27DADDCNWPT02","","","","","","","","5 d","1","Microsoft_Windows_2012_Server_Domain_Name_System_STIG","98.77%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","C27DNWPTT0AW01","","HelgesenJ","MaciasP_$","","","SA_Reimaged_0124","","155 d","7","MS_Dot_Net_Framework MS_Edge_STIG MS_Windows_10_STIG Windows_PAW_STIG Microsoft_OneDrive Windows_Firewall_with_Advanced_Security MS_Defender_Antivirus","96.51%","96.51%","96.28%","0.00%","2","9","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","C27DWEBNWPT03","","VonWinkleK","VonWinkleK_$","","","","","117 d","6","VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security Windows_2012_MS_STIG MS_Dot_Net_Framework IIS_8-5_Server_STIG IE_11_STIG","98.60%","98.60%","98.25%","0.00%","0","9","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","C27NWPTT0AW01","ADConsole","HelgesenJ","MaciasP_$","","","SA_Rebuiled_0124","","111 d","6","MS_Defender_Antivirus MS_Dot_Net_Framework MS_Edge_STIG MS_Windows_10_STIG Windows_PAW_STIG Windows_Firewall_with_Advanced_Security","96.41%","96.41%","95.93%","0.24%","2","9","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","NPRI54MPS31","","AndradeJ","HelgesenJ_$","","","","","117 d","6","Windows_Firewall_with_Advanced_Security VMW_vSphere_7-0_Virtual_Machine_STIG Windows_2012_MS_STIG MS_Defender_Antivirus IE_11_STIG MS_Dot_Net_Framework","98.60%","98.60%","98.43%","0.00%","1","4","1"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","NPRI54SRV175","","AndradeJ","AndradeJ_$","","","","","117 d","5","Windows_2012_MS_STIG Windows_Firewall_with_Advanced_Security MS_Defender_Antivirus IE_11_STIG MS_Dot_Net_Framework","98.71%","98.71%","98.35%","0.00%","1","5","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","NPRI54WEB19","","BalcerakD","MasseyB_$","","","","","29 d","7","Application_Security_Development_STIG IE_11_STIG IIS_8-5_Server_STIG MS_Defender_Antivirus MS_Dot_Net_Framework Windows_2012_MS_STIG Windows_Firewall_with_Advanced_Security","99.20%","99.20%","99.08%","0.00%","4","11","1"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","NPRI54WEB51","","AlbertellaM","","","","","","19768 d","6","MS_Dot_Net_Framework IIS_10-0_Server_STIG Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG IIS_8-5_Site_STIG Windows_Firewall_with_Advanced_Security","0.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI PL_1315_DBS","NPRIDMZDC01","","","","","","","","5 d","1","Microsoft_Windows_2012_Server_Domain_Name_System_STIG","100.00%","0.00%","0.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27ACASNWPT01","","AndersonL","MedeirosC_$","","","","","14 d","2","RHEL_7_STIG VMW_vSphere_7-0_Virtual_Machine_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27ADDCNWPT01","","CorreiaA","MaciasP_$","","","","","5 d","9","Active_Directory_Domain Active_Directory_Forest IE_11_STIG MS_Defender_Antivirus MS_Dot_Net_Framework Windows_Server_2019_STIG DNS_Policy Windows_Firewall_with_Advanced_Security MS_Windows_Server_2022_DNS_STIG","100.00%","100.00%","86.81%","0.00%","0","1","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27ADDCNWPT02","","MinkinG","MaciasP_$","","","","","5 d","11","Active_Directory_Domain Active_Directory_Forest HBSS_Rogue_Sensor IE_11_STIG MS_Defender_Antivirus MS_Dot_Net_Framework Windows_Server_2019_STIG DNS_Policy VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security MS_Windows_Server_2022_DNS_STIG","100.00%","100.00%","87.41%","0.00%","0","2","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27ADDCNWPT03","","MinkinG","MaciasP_$","","","","","5 d","10","Active_Directory_Domain Active_Directory_Forest IE_11_STIG MS_Defender_Antivirus MS_Dot_Net_Framework Windows_Server_2019_STIG DNS_Policy VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security MS_Windows_Server_2022_DNS_STIG","100.00%","100.00%","87.37%","0.00%","0","2","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT71","","MinkinG","AlbertellaM_$","","","","","64 d","7","IE_11_STIG IIS_10-0_Server_STIG Microsoft_SharePoint_Server_2013 MS_Dot_Net_Framework Windows_Server_2016_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","1","6","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT71-NewPortalV4Ext-NA","DBWeb","MinkinG","AlbertellaM_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT71-NewPortalV4Root-NA","DBWeb","MinkinG","AlbertellaM_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT71-PortalV4-NA","DBWeb","MinkinG","AlbertellaM_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT71-SharePoint Web Services-NA","DBWeb","MinkinG","AlbertellaM_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT71-UserSiteV4-NA","DBWeb","MinkinG","AlbertellaM_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT72","","MinkinG","AlbertellaM_$","","","","","64 d","7","IE_11_STIG IIS_10-0_Server_STIG Microsoft_SharePoint_Server_2013 MS_Dot_Net_Framework Windows_Server_2016_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","1","6","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT72-NewPortalV4Ext-NA","DBWeb","MinkinG","AlbertellaM_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT72-NewPortalV4Root-NA","DBWeb","MinkinG","AlbertellaM_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT72-PortalV4-NA","DBWeb","MinkinG","AlbertellaM_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT72-SharePoint Web Services-NA","DBWeb","MinkinG","AlbertellaM_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27APLNWPT72-UserSiteV4-NA","DBWeb","MinkinG","AlbertellaM_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27AWLNWPT01","","ThistleM","GarciaE_$","","","","","12 d","2","VMW_vSphere_7-0_Virtual_Machine_STIG RHEL_8_STIG","100.00%","100.00%","100.00%","0.00%","0","5","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27COMMVNWPT01","","MaciasP","LenzP_$","","","","","86 d","5","IE_11_STIG MS_Dot_Net_Framework Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","0","3","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27COMMVNWPT01-Consoles-NA","DBWeb","MaciasP","LenzP_$","","BestPrac","","","19768 d","0","","0%","0%","0%","0%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27COMMVNWPT01-Default Web Site-NA","DBWeb","MaciasP","LenzP_$","","BestPrac","","","19768 d","0","","0%","0%","0%","0%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27COMMVNWPT02","","MaciasP","MaciasP_$","","","","","86 d","5","IE_11_STIG MS_Dot_Net_Framework Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","0","1","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27COMMVNWPT03","","MaciasP","LenzP_$","","","","","86 d","6","MS_Defender_Antivirus MS_Dot_Net_Framework Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG IE_11_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","0","1","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27COMMVNWPT04","","MaciasP","LenzP_$","","","","","86 d","5","IE_11_STIG MS_Dot_Net_Framework Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","0","1","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27COMMVNWPT05","","MaciasP","LenzP_$","","","","","86 d","5","IE_11_STIG MS_Defender_Antivirus MS_Dot_Net_Framework Windows_Server_2019_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DADDCNWPT01","","MinkinG","MinkinG_$","","","","","5 d","9","Active_Directory_Domain Active_Directory_Forest IE_11_STIG MS_Defender_Antivirus MS_Dot_Net_Framework Windows_Server_2019_STIG DNS_Policy Windows_Firewall_with_Advanced_Security MS_Windows_Server_2022_DNS_STIG","100.00%","100.00%","86.81%","0.00%","0","1","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DADDCNWPT02","","MinkinG","MaciasP_$","","","","","5 d","10","Active_Directory_Domain Active_Directory_Forest IE_11_STIG MS_Defender_Antivirus MS_Dot_Net_Framework Windows_Server_2019_STIG DNS_Policy VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security MS_Windows_Server_2022_DNS_STIG","100.00%","100.00%","87.37%","0.00%","0","1","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT03","","RileyE","RileyE_$","","","","","12 d","9","IE_11_STIG IIS_10-0_Server_STIG MS_Dot_Net_Framework MS_Defender_Antivirus Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security MS_Windows_Server_2022_STIG MS_Edge_STIG","100.00%","100.00%","100.00%","0.00%","1","3","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT03-Default Web Site-NA","","RileyE","RileyE_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","3","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT03-WSUS Administration-NA","","RileyE","RileyE_$","","","","","6 d","1","IIS_10-0_Site_STIG","100.00%","100.00%","100.00%","0.00%","0","2","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT48","","MagnerGR","MagnerG_$","","","","","153 d","2","VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT51","","MagnerGR","MagnerG_$","","","","","86 d","5","MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus Windows_Server_2019_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","1","1","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT52","","MagnerGR","MagnerG_$","","","","","86 d","5","MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus Windows_Server_2019_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","1","1","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT53","","MagnerGR","MagnerG_$","","","","","86 d","5","MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus Windows_Server_2019_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","1","1","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT57","","MagnerGR","MagnerG_$","","","","","86 d","5","MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus Windows_Server_2019_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","1","1","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71","","HumphriesC","HumphriesC_$","","","","","79 d","6","HBSS_Rogue_Sensor IE_11_STIG MS_Dot_Net_Framework Windows_Server_2016_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","1","3","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-appscan-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-ArgentB3COI-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-AutomationEdge-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-C27DATNWPT71-SQL2016","DBWeb","HumphriesC","HumphriesC_$","","","","","8 d","1","MS_SQL_Server_2016_Instance_STIG","99.03%","99.03%","99.03%","0.00%","1","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-C27DATNWPT71-SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","8 d","1","MS_SQL_Server_2016_Instance_STIG","99.03%","99.03%","99.03%","0.00%","1","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-Cherwell-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-Code15-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-Code45-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-Code85-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-IdfMC-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-KeystoneWeb-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-master-C27DATNWPT71\SQL2016","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-master-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-model-C27DATNWPT71\SQL2016","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-model-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-msdb-C27DATNWPT71\SQL2016","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-msdb-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-ProLaw-C27DATNWPT71\SQL2016","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-ProLawTest-C27DATNWPT71\SQL2016","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-ReportServer-C27DATNWPT71\SQL2016","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-ReportServerTempDB-C27DATNWPT71\SQL2016","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-Sec_Srv_NWPT-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-tempdb-C27DATNWPT71\SQL2016","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT71-tempdb-C27DATNWPT71\SQLSERVER2017","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT72","","AlbertellaM","AlbertellaM_$","","","","","79 d","5","IE_11_STIG MS_Dot_Net_Framework Windows_Server_2016_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security","100.00%","100.00%","100.00%","0.00%","0","2","0"
"2024-02-14","10","B3COI","NP_C10-B3COI_Servers_1315_DBS","C27DATNWPT72-AppMng_Service_DB_f0315dfc720241289d1e7a1ea3948454-C27DATNWPT72\SHAREPOINTSQL","DBWeb","HumphriesC","HumphriesC_$","","","","","16 d","1","MS_SQL_Server_2016_Database_STIG","100.00%","100.00%","100.00%","0.00%","0","0","0"
